#OTUID	taxonomy	confidence
ebe8dd554dbda6a0c75449ae1d8f087d	 kingdom_Eukaryota;supergroup_Archaeplastida;division_Chlorophyta;class_Trebouxiophyceae;order_Watanabea-Clade;family_Watanabea-Clade_X;genus_Chloroidium	0.7108787224512486
d637f4fcb4d4255f90f11aecefe37f3e	 kingdom_Eukaryota;supergroup_Alveolata;division_Dinoflagellata;class_Dinophyceae;order_Gymnodiniales	0.9235592057743822
92b72336a629187649cb0377606bb473	 kingdom_Eukaryota;supergroup_Alveolata;division_Dinoflagellata;class_Syndiniales;order_Dino-Group-I;family_Dino-Group-I-Clade-7;genus_Dino-Group-I-Clade-7_X;species_Dino-Group-I-Clade-7_X_sp.	0.9999999859385867
9e1fccd4f1cf4f673c8c06601863fef1	 kingdom_Eukaryota;supergroup_Alveolata;division_Dinoflagellata;class_Dinophyceae	0.9999999674266057
05270bcc852ef06a01ce10d858ae2275	 kingdom_Eukaryota;supergroup_Opisthokonta	0.8095302463294605
bd7bfd4724b9487abbde51e494af9091	 kingdom_Eukaryota;supergroup_Opisthokonta;division_Metazoa;class_Arthropoda;order_Crustacea;family_Maxillopoda;genus_Oithona;species_Oithona_sp.	0.8889558051514229
95c37ad47e847c138804b3842c3b6ba8	 kingdom_Eukaryota;supergroup_Rhizaria;division_Radiolaria;class_Polycystinea;order_Spumellarida;family_Spumellarida_X;genus_Spumellarida_XX;species_Spumellarida_XX_sp.	0.9999549207319054
12e30eeab51e55e3da58f9aff394db8c	 kingdom_Eukaryota;supergroup_Alveolata;division_Dinoflagellata;class_Dinophyceae	0.9999893262038895
77247edcb1680787f0c604d25f0e75a9	 kingdom_Eukaryota;supergroup_Alveolata;division_Dinoflagellata;class_Dinophyceae	0.9999999848503882
c3eb28bdd746e49a050e516302e18964	 kingdom_Eukaryota;supergroup_Alveolata;division_Dinoflagellata;class_Syndiniales;order_Dino-Group-II;family_Dino-Group-II-Clade-10-and-11;genus_Dino-Group-II-Clade-10-and-11_X;species_Dino-Group-II-Clade-10-and-11_X_sp.	0.998390148949047
2c1c59a497564372406132476c9f70d7	 kingdom_Eukaryota;supergroup_Opisthokonta;division_Metazoa;class_Arthropoda;order_Crustacea;family_Maxillopoda;genus_Oithona;species_Oithona_sp.	0.9147803651691515
50a6e7a8bc14a51a9bcb14a49b8474fe	 kingdom_Eukaryota;supergroup_Alveolata;division_Dinoflagellata;class_Syndiniales;order_Dino-Group-II;family_Dino-Group-II-Clade-1;genus_Dino-Group-II-Clade-1_X;species_Dino-Group-II-Clade-1_X_sp.	0.9999998059218644
c1e264c5c41b3cae6c622a2a29c5b2a1	 kingdom_Eukaryota;supergroup_Opisthokonta;division_Metazoa;class_Arthropoda;order_Crustacea;family_Maxillopoda;genus_Oithona	0.9555025594678267
3cd11cee974788d8cb40c70a4781ac08	 kingdom_Eukaryota;supergroup_Rhizaria;division_Radiolaria;class_RAD-A;order_RAD-A_X;family_RAD-A_XX;genus_RAD-A_XXX;species_RAD-A_XXX_sp.	0.9999996721325002
30b10147c25258c7e5299d0f04331ef8	 kingdom_Eukaryota;supergroup_Alveolata;division_Dinoflagellata;class_Dinophyceae;order_Gymnodiniales	0.9673691935976436
8cea780974f211010935338b1373f068	 kingdom_Eukaryota;supergroup_Opisthokonta;division_Fungi;class_Ascomycota;order_Pezizomycotina;family_Dothideomycetes	0.9475754197923756
f6092c8890aecf3d7a4c91616895d0bc	 kingdom_Eukaryota;supergroup_Opisthokonta;division_Metazoa;class_Arthropoda;order_Crustacea;family_Maxillopoda	0.9999906794736053
c10acd8c01b6e280304b37e241ff3ad5	 kingdom_Eukaryota;supergroup_Rhizaria;division_Radiolaria;class_RAD-A;order_RAD-A_X;family_RAD-A_XX;genus_RAD-A_XXX;species_RAD-A_XXX_sp.	0.9999999994745963
7e50f5aa8eb9ae2f4ccadc71b7642b51	 kingdom_Eukaryota;supergroup_Alveolata;division_Dinoflagellata;class_Dinophyceae;order_Gymnodiniales;family_Gymnodiniaceae;genus_Lepidodinium	0.9795138586283253
e9f20bc1d168e3317e48e401dd60e197	 kingdom_Eukaryota;supergroup_Alveolata;division_Dinoflagellata;class_Dinophyceae;order_Peridiniales;family_Blastodiniaceae;genus_Blastodinium;species_Blastodinium_mangini	0.8507882214069332
822bbd98dffaeab7fb9e34eb15be30eb	 kingdom_Eukaryota;supergroup_Opisthokonta;division_Metazoa;class_Arthropoda;order_Crustacea;family_Maxillopoda	0.999999136851019
7d2dc7e5aa21268dfa7a8750f786015f	 kingdom_Eukaryota;supergroup_Alveolata;division_Apicomplexa;class_Apicomplexa_X;order_Gregarines;family_Cephaloidophoroidea;genus_Cephaloidophoroidea_X;species_Cephaloidophoroidea_X_sp.	0.9999999999884892
9f7ee905793ff0ae816259ac63eb7dc3	 kingdom_Eukaryota;supergroup_Opisthokonta;division_Metazoa;class_Arthropoda;order_Crustacea;family_Maxillopoda;genus_Oithona;species_Oithona_sp.	0.9661589134397198
e237fff956f0cc27c32408137d25966b	 kingdom_Eukaryota;supergroup_Alveolata;division_Dinoflagellata;class_Dinophyceae	0.9999998794833862
3b8d65f34923daa3314cab41dfb1b865	 kingdom_Eukaryota;supergroup_Rhizaria;division_Radiolaria;class_Polycystinea;order_Collodaria;family_Collosphaeridae;genus_Acrosphaera;species_Acrosphaera_sp.	0.9999999999993747
eaca17afd9c960409b13d94b154a1944	 kingdom_Eukaryota;supergroup_Alveolata;division_Dinoflagellata;class_Dinophyceae;order_Gymnodiniales;family_Gymnodiniaceae;genus_Gymnodinium	0.8474236630146497
38e4cd4e3c080580299f90c1e01be780	 kingdom_Eukaryota;supergroup_Alveolata;division_Dinoflagellata;class_Dinophyceae	0.9999969429951938
f0ac802ab16d79a0a9e8ac9e50d662a8	 kingdom_Eukaryota;supergroup_Alveolata;division_Dinoflagellata;class_Dinophyceae	0.9999998583259416
09cf2597e7af5260ab0a63319333ad3c	 kingdom_Eukaryota;supergroup_Alveolata;division_Dinoflagellata;class_Syndiniales;order_Dino-Group-I;family_Dino-Group-I-Clade-1;genus_Dino-Group-I-Clade-1_X;species_Dino-Group-I-Clade-1_X_sp.	0.9999999999914451
c6035098beeb48ca18a43942326fe49b	 kingdom_Eukaryota;supergroup_Opisthokonta;division_Metazoa;class_Arthropoda;order_Crustacea;family_Maxillopoda;genus_Pleuromamma	0.9441917492508429
f186800c0e504f4af81959276f6020e9	 kingdom_Eukaryota;supergroup_Rhizaria;division_Radiolaria;class_RAD-A;order_RAD-A_X;family_RAD-A_XX;genus_RAD-A_XXX;species_RAD-A_XXX_sp.	0.9999999998979661
2ce8f8da5784fd576dbf7660efb79966	 kingdom_Eukaryota;supergroup_Opisthokonta;division_Metazoa;class_Urochordata;order_Urochordata_X;family_Ascidiacea;genus_Doliolum	0.9378244281979355
2e0fe860188c075630c44e670179c240	 kingdom_Eukaryota;supergroup_Alveolata;division_Dinoflagellata;class_Dinophyceae	0.9999979231026015
1488e2f4eaf377a6e23fab1bee8a4f6b	 kingdom_Eukaryota;supergroup_Rhizaria;division_Radiolaria;class_Acantharea;order_Acantharea-Group-I;family_Acantharea-Group-I_X;genus_Acantharea-Group-I_XX;species_Acantharea-Group-I_XX_sp.	0.9999999998669296
c0afa3c411f365f116b539bfa1fc5134	 kingdom_Eukaryota;supergroup_Opisthokonta;division_Metazoa;class_Arthropoda;order_Crustacea;family_Ostracoda;genus_Conchoecia;species_Conchoecia_sp.	0.99999999995552
619bbb7aa710ae291cafb642f0f622d7	 kingdom_Eukaryota;supergroup_Alveolata;division_Dinoflagellata;class_Dinophyceae;order_Dinophysiales;family_Amphisoleniaceae;genus_Amphisolenia;species_Amphisolenia_bidentata	0.7674639975920035
ac52b15601c0537165dcd56e127923fe	 kingdom_Eukaryota;supergroup_Alveolata;division_Ciliophora;class_Spirotrichea;order_Strombidiida;family_Strombidiidae_H;genus_Strombidiidae_H_X;species_Strombidiidae_H_X_sp.	0.9998712853262639
0e5111fe019ea13224ee14c1010bc112	 kingdom_Eukaryota;supergroup_Rhizaria;division_Radiolaria;class_RAD-A;order_RAD-A_X;family_RAD-A_XX;genus_RAD-A_XXX;species_RAD-A_XXX_sp.	0.9999995209930727
f201e674341411c2e18883ae266b01bc	 kingdom_Eukaryota;supergroup_Rhizaria;division_Radiolaria;class_RAD-A;order_RAD-A_X;family_RAD-A_XX;genus_RAD-A_XXX;species_RAD-A_XXX_sp.	0.9999999999482725
83a8f8f52db5eb36da92fc1df8d9e33f	 kingdom_Eukaryota;supergroup_Opisthokonta;division_Metazoa;class_Arthropoda;order_Crustacea;family_Maxillopoda	0.9999062819867199
a93e088063e8b2b60a4fca069ea6f8c9	 kingdom_Eukaryota;supergroup_Rhizaria;division_Radiolaria;class_Polycystinea;order_Spumellarida;family_Spumellarida_X;genus_Spumellarida_XX;species_Spumellarida_XX_sp.	0.9949315791571711
34f63ebed43faf4a0467947b312e4206	 kingdom_Eukaryota;supergroup_Opisthokonta;division_Fungi;class_Ascomycota;order_Pezizomycotina;family_Sordariomycetes	0.9999989509591343
a288e31313b0bd1706fc157908cb622b	 kingdom_Eukaryota;supergroup_Stramenopiles;division_Ochrophyta;class_Pelagophyceae;order_Pelagomonadales;family_Pelagomonadaceae;genus_Pelagomonas;species_Pelagomonas_calceolata	0.9528081074044069
2d667bc51c94a53fd339bc362c4a3c82	 kingdom_Eukaryota;supergroup_Alveolata;division_Dinoflagellata;class_Dinophyceae	0.9999992704368149
